kristine SMITH,37,ABAIARA,CE,94352041556,96593586407060,Valido,Valido
charles CAMPBELL,19,Brasília,DF,10527615269,75223094530557,Valido,Valido
steve HOWARD,50,AFONSO CLÁUDIO,ES,85984138107,01807173611307,Valido,Valido
robert MILLER,86,ABADIA DE GOIÁS,GO,06069608305,84160746136488,Valido,Valido
amy FLETCHER,90,AÇAILÂNDIA,MA,36841136705,06225001796535,Valido,Valido
robert SMITH,33,ABADIA DOS DOURADOS,MG,48612252210,73970589644447,Valido,Valido
david SMITH,29,ÁGUA CLARA,MS,11160111820,35986831796400,Valido,Valido
mario GOLDEN,23,ACORIZAL,MT,76117023600,85004727235750,Valido,Valido
christopher GARCIA,23,ABAETETUBA,PA,66727071314,16037346820673,Valido,Valido
matthew WILLIAMS,79,ÁGUA BRANCA,PB,78819373351,94227876864121,Valido,Valido
pamela STEPHENS,25,ABREU E LIMA,PE,11886300593,11244019369608,Valido,Valido
laura ADAMS,23,ACAUÃ,PI,73813087204,53209356694270,Valido,Valido
timothy PHILLIPS,24,ABATIÁ,PR,58307952301,40062912787960,Valido,Valido
vickie TAYLOR,86,ANGRA DOS REIS,RJ,72511347725,00301079095809,Valido,Valido
geoffrey COX,63,ACARI,RN,39495002354,61553700387183,Valido,Valido
tony THOMAS,21,ALTA FLORESTA D'OESTE,RO,74086187590,12867923471917,Valido,Valido
natasha BECK,47,AMAJARI,RR,72159394483,78697920194709,Valido,Valido
charles GREGORY,40,ACEGUÁ,RS,18384538492,94442141560596,Valido,Valido
david DAWSON,77,ABDON BATISTA,SC,63573089356,89102981044644,Valido,Valido
john LEE,87,AMPARO DE SÃO FRANCISCO,SE,19924384555,94101059483080,Valido,Valido
justin MCGEE,61,ADAMANTINA,SP,22963567022,95968476447296,Valido,Valido
austin NORRIS,21,ABREULÂNDIA,TO,65221301733,94121418289257,Valido,Valido
shawn RAMOS,26,ACRELÂNDIA,AC,06904709324,89644813959514,Valido,Valido
robert RAMIREZ,51,ÁGUA BRANCA,AL,78737313169,35261783387801,Valido,Valido
justin DAVIS,19,ALVARÃES,AM,22963328460,05725613054706,Valido,Valido
kristy BLACK,78,SERRA DO NAVIO,AP,21682446344,26577962931820,Valido,Valido
tracy GONZALEZ,29,ABAÍRA,BA,65675158057,54721137323508,Valido,Valido
rebecca MORRISON,25,ABAIARA,CE,95675936807,41691759616766,Valido,Valido
alexa MILLS,19,Brasília,DF,31294817531,67435238491505,Valido,Valido
megan SPARKS,78,AFONSO CLÁUDIO,ES,06574351472,99985825290402,Valido,Valido
molly MARTINEZ,40,ABADIA DE GOIÁS,GO,29585573750,57703010361634,Valido,Valido
cristina BRIDGES,77,AÇAILÂNDIA,MA,48938459772,78853911817406,Valido,Valido
michael HUGHES,89,ABADIA DOS DOURADOS,MG,36223959230,87198190409900,Valido,Valido
roberto SULLIVAN,33,ÁGUA CLARA,MS,92535134705,66050176651000,Valido,Valido
brooke BRYANT,68,ACORIZAL,MT,04073413902,98326502117807,Valido,Valido
kathy FRANKLIN,54,ABAETETUBA,PA,17514994998,81567087702376,Valido,Valido
diane LEE,19,ÁGUA BRANCA,PB,66085615477,18190326658114,Valido,Valido
kim ADAMS,28,ABREU E LIMA,PE,21938290399,94643792997560,Valido,Valido
laura TUCKER,20,ACAUÃ,PI,29402702520,77241110589378,Valido,Valido
christina ROTH,87,ABATIÁ,PR,16628302709,78639552442665,Valido,Valido
angel LOPEZ,34,ANGRA DOS REIS,RJ,44479147780,05299314902359,Valido,Valido
lisa ROBERTSON,83,ACARI,RN,59550371360,87844051558073,Valido,Valido
mary GARCIA,66,ALTA FLORESTA D'OESTE,RO,45125853704,77874010630877,Valido,Valido
jill THOMAS,40,AMAJARI,RR,16319052368,58464513819191,Valido,Valido
amy CLEMENTS,85,ACEGUÁ,RS,51338781413,18628996459134,Valido,Valido
sarah LONG,66,ABDON BATISTA,SC,16838567679,97835660206687,Valido,Valido
steven CHANDLER,49,AMPARO DE SÃO FRANCISCO,SE,30512802165,36186906692059,Valido,Valido
jason JOHNSON,46,ADAMANTINA,SP,96960493315,29861783977124,Valido,Valido
madison BROWN,70,ABREULÂNDIA,TO,17247779470,10434083128900,Valido,Valido
eric HARVEY,37,ACRELÂNDIA,AC,71227421567,78714018703810,Valido,Valido
timothy BRENNAN,18,ÁGUA BRANCA,AL,23032501610,77109203308603,Valido,Valido
nancy DELGADO,65,ALVARÃES,AM,14547824126,18136599439624,Valido,Valido
michael MILLER,32,SERRA DO NAVIO,AP,52308337184,06149558176315,Valido,Valido
elizabeth WATTS,44,ABAÍRA,BA,45483968026,81882095282260,Valido,Valido
brandy RANGEL,28,ABAIARA,CE,76866018706,63262979824067,Valido,Valido
ralph ARNOLD,41,Brasília,DF,13949329790,32749286945373,Valido,Valido
julia GLENN,79,AFONSO CLÁUDIO,ES,15556708576,80278835780800,Valido,Valido
mary WHITE,67,ABADIA DE GOIÁS,GO,96102881974,22174778960633,Valido,Valido
adam HALE,83,AÇAILÂNDIA,MA,98906596383,56401076650390,Valido,Valido
philip PHELPS,22,ABADIA DOS DOURADOS,MG,19668301811,80214727967192,Valido,Valido
rickey OSBORN,59,ÁGUA CLARA,MS,61985828928,53142060606844,Valido,Valido
alexis ROBERSON,89,ACORIZAL,MT,88362204109,22053725154579,Valido,Valido
jacob GRAY,22,ABAETETUBA,PA,12249213720,77036841073903,Valido,Valido
nicholas ROSALES,76,ÁGUA BRANCA,PB,75135355235,21392961306241,Valido,Valido
victoria MACDONALD,41,ABREU E LIMA,PE,68457997920,14850896191617,Valido,Valido
rebecca PARKER,46,ACAUÃ,PI,78944653720,30705091666413,Valido,Valido
rhonda WANG,80,ABATIÁ,PR,57018995000,57007303794958,Valido,Valido
megan COX,29,ANGRA DOS REIS,RJ,09280244906,11862838974210,Valido,Valido
susan PHILLIPS,27,ACARI,RN,85593885249,35118833934961,Valido,Valido
cynthia JACKSON,20,ALTA FLORESTA D'OESTE,RO,55306618154,98221862158958,Valido,Valido
megan ARNOLD,41,AMAJARI,RR,70944093469,03339494423197,Valido,Valido
wendy BAKER,60,ACEGUÁ,RS,19952620721,83621300697809,Valido,Valido
erin BULLOCK,25,ABDON BATISTA,SC,11593480571,31182822370174,Valido,Valido
christopher BRYANT,53,AMPARO DE SÃO FRANCISCO,SE,01302538470,69878832563343,Valido,Valido
rhonda MUNOZ,36,ADAMANTINA,SP,00443698244,81565803262394,Valido,Valido
christopher YATES,90,ABREULÂNDIA,TO,62215209917,39060225098713,Valido,Valido
taylor WOOD,83,ACRELÂNDIA,AC,33368309315,55799722846847,Valido,Valido
joyce WATERS,58,ÁGUA BRANCA,AL,70128984619,23545895415434,Valido,Valido
philip DAVIS,86,ALVARÃES,AM,67018070201,44089700516737,Valido,Valido
brian TRAN,33,SERRA DO NAVIO,AP,90879848120,33159972844089,Valido,Valido
kevin WALKER,34,ABAÍRA,BA,82375286200,45254081118438,Valido,Valido
frank TREVINO,31,ABAIARA,CE,40857244361,82107261209133,Valido,Valido
joel BROOKS,84,Brasília,DF,08376598333,56240245087165,Valido,Valido
taylor JAMES,56,AFONSO CLÁUDIO,ES,20372740090,99258310472509,Valido,Valido
eric COX,56,ABADIA DE GOIÁS,GO,38366797015,67574161449949,Valido,Valido
barbara ROSALES,48,AÇAILÂNDIA,MA,05422320905,83117515951181,Valido,Valido
paul EVANS,34,ABADIA DOS DOURADOS,MG,86399364477,26668944095754,Valido,Valido
steven GALLEGOS,62,ÁGUA CLARA,MS,45396429445,56067411199052,Valido,Valido
erika GARCIA,77,ACORIZAL,MT,36463101206,42809235036017,Valido,Valido
wanda SCOTT,50,ABAETETUBA,PA,69046164152,53581043795274,Valido,Valido
nicole PENA,53,ÁGUA BRANCA,PB,42123967939,86840466524535,Valido,Valido
matthew NOBLE,61,ABREU E LIMA,PE,15188007509,94800282088494,Valido,Valido
amanda RUSSO,33,ACAUÃ,PI,53178307702,11674134008008,Valido,Valido
mckenzie THOMPSON,27,ABATIÁ,PR,95705928009,07558158609613,Valido,Valido
tyrone JAMES,43,ANGRA DOS REIS,RJ,51845397940,51700907811259,Valido,Valido
david MARTIN,89,ACARI,RN,29559108484,10404188283989,Valido,Valido
kristina JONES,29,ALTA FLORESTA D'OESTE,RO,75949371550,92562422789970,Valido,Valido
miranda MEJIA,69,AMAJARI,RR,05196213872,31212769257050,Valido,Valido
matthew ELLIS,40,ACEGUÁ,RS,30858895315,72586295941741,Valido,Valido
caroline GONZALES,49,ABDON BATISTA,SC,81569865639,27693596692825,Valido,Valido
steven SALAS,30,AMPARO DE SÃO FRANCISCO,SE,49585751704,47899512077580,Valido,Valido
christina SCOTT,65,ADAMANTINA,SP,83068534402,65336468966883,Valido,Valido
alyssa BULLOCK,70,ABREULÂNDIA,TO,55836292825,80313623914791,Valido,Valido
darrell DAWSON,47,ACRELÂNDIA,AC,22913866549,99435988989563,Valido,Valido
roger DAVIS,58,ÁGUA BRANCA,AL,38660282701,90683622050682,Valido,Valido
jamie PARKS,80,ALVARÃES,AM,05387389010,47941774857227,Valido,Valido
brittney CLAYTON,47,SERRA DO NAVIO,AP,35448687415,90682668020699,Valido,Valido
gregory REYNOLDS,56,ABAÍRA,BA,46704391207,37882548462590,Valido,Valido
mitchell WARREN,42,ABAIARA,CE,44625291976,11296239276598,Valido,Valido
tara FOSTER,58,Brasília,DF,59695276458,72143881365036,Valido,Valido
rodney HAMILTON,45,AFONSO CLÁUDIO,ES,96636887770,22449322085630,Valido,Valido
joseph ROBINSON,50,ABADIA DE GOIÁS,GO,02027985263,27752923428342,Valido,Valido
robert JONES,57,AÇAILÂNDIA,MA,84613955149,12054337113950,Valido,Valido
audrey JONES,33,ABADIA DOS DOURADOS,MG,74804400141,26494296468385,Valido,Valido
courtney LANE,73,ÁGUA CLARA,MS,57246039856,88289040894490,Valido,Valido
steven COBB,49,ACORIZAL,MT,20752723529,97339398932666,Valido,Valido
jessica HALE,31,ABAETETUBA,PA,54628154333,72523503121103,Valido,Valido
david VELASQUEZ,58,ÁGUA BRANCA,PB,16130732163,99462230624184,Valido,Valido
william BRYAN,22,ABREU E LIMA,PE,02560515342,88762394885176,Valido,Valido
ashley BAILEY,25,ACAUÃ,PI,40266649610,79081699213107,Valido,Valido
jonathan JOHNSON,52,ABATIÁ,PR,54219195017,43791922727603,Valido,Valido
amy WATERS,18,ANGRA DOS REIS,RJ,00704971097,39921842050216,Valido,Valido
jared JOHNSON,19,ACARI,RN,95927363326,26823615360906,Valido,Valido
jillian BARKER,32,ALTA FLORESTA D'OESTE,RO,90122146964,23180556224485,Valido,Valido
brianna GREEN,66,AMAJARI,RR,80307251756,64725611097833,Valido,Valido
jackson MUNOZ,40,ACEGUÁ,RS,33515667865,90819632199310,Valido,Valido
james RIVERA,82,ABDON BATISTA,SC,71664982426,09224010616534,Valido,Valido
brian SANCHEZ,73,AMPARO DE SÃO FRANCISCO,SE,34844409883,85892739065749,Valido,Valido
dylan OSBORN,22,ADAMANTINA,SP,67163462956,99937815902014,Valido,Valido
john DAVIS,32,ABREULÂNDIA,TO,98437832128,80350322967696,Valido,Valido
todd MITCHELL,42,ACRELÂNDIA,AC,76309031465,75192808213293,Valido,Valido
kelly LEONARD,56,ÁGUA BRANCA,AL,53124275780,54808359393412,Valido,Valido
dominic DAVIS,48,ALVARÃES,AM,93417045371,89199268850080,Valido,Valido
wendy NOLAN,65,SERRA DO NAVIO,AP,43377286357,72697470322369,Valido,Valido
james VARGAS,19,ABAÍRA,BA,32452983314,82598207829861,Valido,Valido
leslie COX,55,ABAIARA,CE,35215276625,36504893913635,Valido,Valido
john WILKINSON,41,Brasília,DF,32085575153,26948222362620,Valido,Valido
michael HEBERT,62,AFONSO CLÁUDIO,ES,76207409108,59381963328600,Valido,Valido
robert HUFF,36,ABADIA DE GOIÁS,GO,98322702949,11220625292020,Valido,Valido
christopher RAMOS,43,AÇAILÂNDIA,MA,59595543993,95278659160401,Valido,Valido
sydney POWELL,39,ABADIA DOS DOURADOS,MG,60916767922,40544314631757,Valido,Valido
glenda ADKINS,60,ÁGUA CLARA,MS,49336181009,59572726826147,Valido,Valido
jorge SHEPHERD,27,ACORIZAL,MT,15424304451,14391609400320,Valido,Valido
hannah MORALES,82,ABAETETUBA,PA,17809279084,70747668050953,Valido,Valido
kristina MILLER,21,ÁGUA BRANCA,PB,97440304292,29016925713338,Valido,Valido
frank HARRIS,53,ABREU E LIMA,PE,73183302250,14583694136043,Valido,Valido
bonnie KRAUSE,28,ACAUÃ,PI,72899823477,13690188249456,Valido,Valido
colleen ROWLAND,88,ABATIÁ,PR,20059017090,95017970237114,Valido,Valido
james ANDERSON,51,ANGRA DOS REIS,RJ,00880914068,73976326139040,Valido,Valido
timothy KELLY,28,ACARI,RN,04240394783,99852819782770,Valido,Valido
john THOMPSON,70,ALTA FLORESTA D'OESTE,RO,19893893097,51328202271711,Valido,Valido
thomas SANCHEZ,62,AMAJARI,RR,37240000494,87356335401030,Valido,Valido
tanya RICE,63,ACEGUÁ,RS,27822054392,10617061767473,Valido,Valido
michael ROBERTSON,39,ABDON BATISTA,SC,15673711670,91743338382709,Valido,Valido
megan MARTINEZ,68,AMPARO DE SÃO FRANCISCO,SE,34217182457,54170682084028,Valido,Valido
stephanie BENNETT,59,ADAMANTINA,SP,49421449819,54548886814554,Valido,Valido
tracie HANSON,37,ABREULÂNDIA,TO,77917783006,31027148726195,Valido,Valido
johnny HUNTER,22,ACRELÂNDIA,AC,77416059844,53387252851882,Valido,Valido
james STONE,58,ÁGUA BRANCA,AL,02121765280,85854721283822,Valido,Valido
pamela WILLIAMS,53,ALVARÃES,AM,70758320507,07869539292580,Valido,Valido
rebecca MITCHELL,42,SERRA DO NAVIO,AP,70407013679,90535444570727,Valido,Valido
angela PEREZ,20,ABAÍRA,BA,91260036944,47871542119338,Valido,Valido
kathryn MOSS,18,ABAIARA,CE,72400213194,60995358556318,Valido,Valido
george MURPHY,24,Brasília,DF,38874328192,43274869429990,Valido,Valido
juan MORGAN,72,AFONSO CLÁUDIO,ES,33682518053,38644033570326,Valido,Valido
timothy FRAZIER,32,ABADIA DE GOIÁS,GO,48539001284,10284614407042,Valido,Valido
kelsey MARSHALL,36,AÇAILÂNDIA,MA,01968454918,69307435514884,Valido,Valido
julie GARRISON,43,ABADIA DOS DOURADOS,MG,22121860886,29964984753984,Valido,Valido
kathryn SILVA,85,ÁGUA CLARA,MS,22380710597,71805977641774,Valido,Valido
paul ZIMMERMAN,19,ACORIZAL,MT,41458334651,79814288061227,Valido,Valido
wayne BRADFORD,55,ABAETETUBA,PA,51421599856,96435041967838,Valido,Valido
james YOUNG,65,ÁGUA BRANCA,PB,93083837607,87850588474020,Valido,Valido
linda BROWN,34,ABREU E LIMA,PE,67768295005,53919021847093,Valido,Valido
joshua ADAMS,82,ACAUÃ,PI,20972024204,01731848623800,Valido,Valido
kathryn FOWLER,20,ABATIÁ,PR,75668644324,15547907745490,Valido,Valido
brittany SHEPHERD,77,ANGRA DOS REIS,RJ,79546144924,67174198101207,Valido,Valido
michael VAZQUEZ,57,ACARI,RN,38875310513,57951595126360,Valido,Valido
john ALEXANDER,41,ALTA FLORESTA D'OESTE,RO,39892779606,14697969940898,Valido,Valido
kimberly SULLIVAN,48,AMAJARI,RR,58175439580,36671828987711,Valido,Valido
devin LEE,79,ACEGUÁ,RS,76303651798,81541370933720,Valido,Valido
kenneth CASTILLO,31,ABDON BATISTA,SC,05318100970,27989079546907,Valido,Valido
peter MUNOZ,41,AMPARO DE SÃO FRANCISCO,SE,79704089317,04307273898980,Valido,Valido
david FERGUSON,87,ADAMANTINA,SP,27505359134,63481742225106,Valido,Valido
david HANSEN,47,ABREULÂNDIA,TO,43353626093,23263231067506,Valido,Valido
angelica LEVINE,47,ACRELÂNDIA,AC,41455154717,36326897043242,Valido,Valido
antonio DAVIS,74,ÁGUA BRANCA,AL,28318674367,02541481811907,Valido,Valido
steven SCHMIDT,34,ALVARÃES,AM,52271651492,51599520451880,Valido,Valido
james WILLIAMS,89,SERRA DO NAVIO,AP,69213870701,52748449968351,Valido,Valido
courtney DANIELS,89,ABAÍRA,BA,31457975491,61980769216976,Valido,Valido
allen PAUL,76,ABAIARA,CE,64563176222,91028333398951,Valido,Valido
mitchell NELSON,44,Brasília,DF,46976837736,65108102356005,Valido,Valido
lisa HERNANDEZ,48,AFONSO CLÁUDIO,ES,45604401072,76201842454441,Valido,Valido
victoria GONZALEZ,56,ABADIA DE GOIÁS,GO,53032255694,47740564231100,Valido,Valido
phyllis BAILEY,70,AÇAILÂNDIA,MA,52128984556,44820667038936,Valido,Valido
george YOUNG,69,ABADIA DOS DOURADOS,MG,49471857830,27996835142905,Valido,Valido
brandon LANDRY,34,ÁGUA CLARA,MS,39881998182,13983824201664,Valido,Valido
rhonda FOSTER,37,ACORIZAL,MT,81827384158,52999547698046,Valido,Valido
jonathan CLARK,49,ABAETETUBA,PA,78669210916,28400648450455,Valido,Valido
amy MARTIN,41,ÁGUA BRANCA,PB,54770025734,35592089035911,Valido,Valido
sara BURTON,69,ABREU E LIMA,PE,88479427990,37201974254323,Valido,Valido
michelle CLARK,68,ACAUÃ,PI,24794103310,65635369381403,Valido,Valido
brian HOLLAND,68,ABATIÁ,PR,51877910600,62130849319621,Valido,Valido
michael MORGAN,44,ANGRA DOS REIS,RJ,75707176195,51289246455597,Valido,Valido
angela RAY,47,ACARI,RN,11388961105,69279237288072,Valido,Valido
david NELSON,26,ALTA FLORESTA D'OESTE,RO,09775489881,21728359898652,Valido,Valido
cassandra DRAKE,46,AMAJARI,RR,20656032162,35335913027181,Valido,Valido
rachel RAMIREZ,47,ACEGUÁ,RS,45575923096,47336174901077,Valido,Valido
joshua MARTIN,40,ABDON BATISTA,SC,36085673213,26554954223783,Valido,Valido
felicia ROBLES,64,AMPARO DE SÃO FRANCISCO,SE,79850596791,58409823116960,Valido,Valido
ariana HICKS,58,ADAMANTINA,SP,02724084926,94553388807224,Valido,Valido
melissa HAYES,57,ABREULÂNDIA,TO,99592828644,08288210099755,Valido,Valido
vanessa COOK,34,ACRELÂNDIA,AC,95384353970,07717195410979,Valido,Valido
aaron HORN,83,ÁGUA BRANCA,AL,53233480202,43760196742105,Valido,Valido
michael BAKER,54,ALVARÃES,AM,64852556059,13871338165836,Valido,Valido
derek PETERS,76,SERRA DO NAVIO,AP,86813289640,83847418128634,Valido,Valido
nancy STEVENSON,39,ABAÍRA,BA,47960503613,00445321219983,Valido,Valido
christine GRIFFITH,51,ABAIARA,CE,76057119304,60968406643435,Valido,Valido
melissa DAVIS,46,Brasília,DF,33078772403,08386727480430,Valido,Valido
meghan FRANKLIN,26,AFONSO CLÁUDIO,ES,88671644731,82058545462753,Valido,Valido
molly SIMPSON,29,ABADIA DE GOIÁS,GO,97581028933,41533584364697,Valido,Valido
ashley BAKER,73,AÇAILÂNDIA,MA,79114212773,17886208596217,Valido,Valido
bryan PEREZ,19,ABADIA DOS DOURADOS,MG,81283365332,06853484922917,Valido,Valido
robert BARRERA,77,ÁGUA CLARA,MS,98900126938,69080064124384,Valido,Valido
misty LAWSON,24,ACORIZAL,MT,80818320176,10107782379182,Valido,Valido
anthony JOHNSON,61,ABAETETUBA,PA,06458361092,61024428648126,Valido,Valido
barbara WALTER,73,ÁGUA BRANCA,PB,98606517445,67698286322646,Valido,Valido
elizabeth HARRISON,41,ABREU E LIMA,PE,46441610809,21917539446609,Valido,Valido
wendy DUNN,75,ACAUÃ,PI,74552062409,72012490174147,Valido,Valido
kelly SOLIS,80,ABATIÁ,PR,25246088081,04100735870398,Valido,Valido
jason SOSA,34,ANGRA DOS REIS,RJ,48583478503,34329204992012,Valido,Valido
adam HAYNES,40,ACARI,RN,99956799491,53516429386882,Valido,Valido
nicholas PATEL,20,ALTA FLORESTA D'OESTE,RO,45293987909,90384400349613,Valido,Valido
james DONALDSON,84,AMAJARI,RR,60718875850,20130096656015,Valido,Valido
lauren HOWARD,25,ACEGUÁ,RS,32917474530,10201100403250,Valido,Valido
nancy CONRAD,60,ABDON BATISTA,SC,53888686563,49028257863858,Valido,Valido
gina LAWRENCE,90,AMPARO DE SÃO FRANCISCO,SE,48319804981,95793500104266,Valido,Valido
steven LYONS,66,ADAMANTINA,SP,99837837381,05529280623116,Valido,Valido
mary JONES,49,ABREULÂNDIA,TO,39277814012,86509881579836,Valido,Valido
robert FRANKLIN,79,ACRELÂNDIA,AC,07215830160,86808782115000,Valido,Valido
molly ESPINOZA,46,ÁGUA BRANCA,AL,31522579109,89890660230528,Valido,Valido
brandi WATKINS,25,ALVARÃES,AM,30836500601,86369645369891,Valido,Valido
logan LARSEN,56,SERRA DO NAVIO,AP,64871247104,83409368915079,Valido,Valido
stephanie FISCHER,80,ABAÍRA,BA,64271037176,26461748875203,Valido,Valido
robert DIXON,57,ABAIARA,CE,39873221956,84297392456676,Valido,Valido
jeremiah CARLSON,41,Brasília,DF,71425650988,99621829629182,Valido,Valido
jill PHELPS,58,AFONSO CLÁUDIO,ES,56383124390,42244852949760,Valido,Valido
dale JONES,69,ABADIA DE GOIÁS,GO,49516258069,20703218817043,Valido,Valido
joshua BUCK,24,AÇAILÂNDIA,MA,07326035520,03583236770897,Valido,Valido
jody SMITH,34,ABADIA DOS DOURADOS,MG,95422464478,08094461815658,Valido,Valido
angela CROSS,57,ÁGUA CLARA,MS,06025128596,88359756159287,Valido,Valido
dana SMITH,82,ACORIZAL,MT,98698201822,38076983935405,Valido,Valido
alexander ENGLISH,41,ABAETETUBA,PA,11279042648,82712388018750,Valido,Valido
christian RAMIREZ,38,ÁGUA BRANCA,PB,35747301365,42362595764710,Valido,Valido
john REESE,49,ABREU E LIMA,PE,87886927109,22237183496479,Valido,Valido
patricia CARR,28,ACAUÃ,PI,33027350730,70270593594040,Valido,Valido
melissa WEISS,33,ABATIÁ,PR,46136259044,97141559986702,Valido,Valido
tracey GARNER,70,ANGRA DOS REIS,RJ,98147121598,55488333536281,Valido,Valido
chad BELL,23,ACARI,RN,83524291597,44568728837715,Valido,Valido
aaron WRIGHT,25,ALTA FLORESTA D'OESTE,RO,39119719400,42738305134346,Valido,Valido
duane TORRES,48,AMAJARI,RR,84675015379,35103686516100,Valido,Valido
shawn WASHINGTON,60,ACEGUÁ,RS,27620192140,15287333833082,Valido,Valido
micheal JONES,40,ABDON BATISTA,SC,07834047272,66912078504822,Valido,Valido
robin FRANKLIN,18,AMPARO DE SÃO FRANCISCO,SE,83015865595,58765959793254,Valido,Valido
brandon SMITH,32,ADAMANTINA,SP,62951017987,23468714110302,Valido,Valido
james BENITEZ,82,ABREULÂNDIA,TO,85644665119,47390109615019,Valido,Valido
brian CHAMBERS,27,ACRELÂNDIA,AC,90798470208,58728467688312,Valido,Valido
bradley DIAZ,72,ÁGUA BRANCA,AL,85865248910,90965589796065,Valido,Valido
allison FRANCIS,25,ALVARÃES,AM,68355376390,92662645945382,Valido,Valido
brittany BROOKS,20,SERRA DO NAVIO,AP,27155460338,70406862332105,Valido,Valido
matthew INGRAM,66,ABAÍRA,BA,90547008740,80136421326100,Valido,Valido
james COMPTON,21,ABAIARA,CE,28701887068,07605011401483,Valido,Valido
melissa FRIEDMAN,69,Brasília,DF,61489218041,89470267619105,Valido,Valido
judith WRIGHT,33,AFONSO CLÁUDIO,ES,97158853144,73450129083283,Valido,Valido
anthony TORRES,73,ABADIA DE GOIÁS,GO,33843560803,02733807308295,Valido,Valido
christopher HANSEN,51,AÇAILÂNDIA,MA,35265607145,76754717838011,Valido,Valido
cynthia MILLER,24,ABADIA DOS DOURADOS,MG,19851555401,92857892865578,Valido,Valido
judy ORTIZ,30,ÁGUA CLARA,MS,89402472720,94895665848390,Valido,Valido
haley GREENE,87,ACORIZAL,MT,49573432927,24199084415815,Valido,Valido
kyle ROGERS,56,ABAETETUBA,PA,26193837906,94087132751540,Valido,Valido
scott SMITH,66,ÁGUA BRANCA,PB,09464018887,37747915848573,Valido,Valido
kristin BROWN,29,ABREU E LIMA,PE,31736355660,00627044256027,Valido,Valido
michelle GALLOWAY,41,ACAUÃ,PI,64681747831,45099931144048,Valido,Valido
michael BURNS,65,ABATIÁ,PR,41748770845,63035341886609,Valido,Valido
krystal FIELDS,21,ANGRA DOS REIS,RJ,67888336728,53718031606020,Valido,Valido
shannon DILLON,45,ACARI,RN,41696857929,10195375530093,Valido,Valido
kendra HERNANDEZ,45,ALTA FLORESTA D'OESTE,RO,94867652512,25694484315130,Valido,Valido
christina OLSEN,29,AMAJARI,RR,82876307707,44226503395907,Valido,Valido
gregory HAYES,61,ACEGUÁ,RS,84700511648,24657718875241,Valido,Valido
terrence COBB,53,ABDON BATISTA,SC,97417093744,04746423100089,Valido,Valido
danny BARKER,26,AMPARO DE SÃO FRANCISCO,SE,13530021954,33924163249487,Valido,Valido
adam HICKMAN,84,ADAMANTINA,SP,80720564417,65167356335773,Valido,Valido
joseph WOLFE,33,ABREULÂNDIA,TO,78552348705,23988404339731,Valido,Valido
julie HOFFMAN,60,ACRELÂNDIA,AC,60262199947,91524656187218,Valido,Valido
anita NGUYEN,59,ÁGUA BRANCA,AL,32408678501,11513525385421,Valido,Valido
victoria PEREZ,86,ALVARÃES,AM,66569545531,55778089347995,Valido,Valido
heather MURRAY,72,SERRA DO NAVIO,AP,04252765897,66486993824385,Valido,Valido
david POTTER,62,ABAÍRA,BA,66494219365,01660909630230,Valido,Valido
christopher JACKSON,59,ABAIARA,CE,49472948251,30313445800121,Valido,Valido
erika CAMPBELL,61,Brasília,DF,65690872903,09454480336559,Valido,Valido
morgan BROOKS,59,AFONSO CLÁUDIO,ES,44373872872,21851598459197,Valido,Valido
mark WRIGHT,43,ABADIA DE GOIÁS,GO,96548394232,91846751413343,Valido,Valido
danielle ROBINSON,19,AÇAILÂNDIA,MA,02050671580,71346106053986,Valido,Valido
paula FLOWERS,89,ABADIA DOS DOURADOS,MG,22818756448,01979424137248,Valido,Valido
john RICE,36,ÁGUA CLARA,MS,09320436312,02764974286550,Valido,Valido
joseph ERICKSON,58,ACORIZAL,MT,39801305339,11445005328700,Valido,Valido
sharon CHURCH,64,ABAETETUBA,PA,47908450520,83753312279700,Valido,Valido
paul LANE,60,ÁGUA BRANCA,PB,65147055029,68616337900740,Valido,Valido
chase COOPER,66,ABREU E LIMA,PE,17944949106,27066238284778,Valido,Valido
anthony SLOAN,61,ACAUÃ,PI,75278452013,16413558781793,Valido,Valido
wanda ROTH,37,ABATIÁ,PR,08167713326,59859622211911,Valido,Valido
vanessa CARRILLO,82,ANGRA DOS REIS,RJ,20981808530,36835601408756,Valido,Valido
travis PAUL,83,ACARI,RN,39324357530,83118635770069,Valido,Valido
logan RIOS,79,ALTA FLORESTA D'OESTE,RO,56256857208,98575346445238,Valido,Valido
ricardo GIBBS,40,AMAJARI,RR,68804105100,63390079224669,Valido,Valido
richard VELEZ,54,ACEGUÁ,RS,57195093565,89332096215804,Valido,Valido
lisa TAYLOR,71,ABDON BATISTA,SC,06934321871,41629859156311,Valido,Valido
brandy WEAVER,35,AMPARO DE SÃO FRANCISCO,SE,29242215600,60710332115762,Valido,Valido
jessica ROSARIO,52,ADAMANTINA,SP,42260829317,54047976351529,Valido,Valido
suzanne BOWMAN,40,ABREULÂNDIA,TO,69329292445,06578997195720,Valido,Valido
kevin MULLEN,21,ACRELÂNDIA,AC,64277125786,14650166657973,Valido,Valido
pamela WOOD,63,ÁGUA BRANCA,AL,25924130819,01089088915147,Valido,Valido
zachary PETERS,76,ALVARÃES,AM,77638097289,57736346211626,Valido,Valido
brandon RODRIGUEZ,62,SERRA DO NAVIO,AP,99474145156,41166279265380,Valido,Valido
rickey VALENCIA,36,ABAÍRA,BA,23186024765,19467634779915,Valido,Valido
